orig,kr
古の時代から、叡智を秘めたる紺碧の水晶。未曾有の災厄が迫りしとき、寂光を放ち、此の世に警鐘を鳴らす。今まさに、その悠久の封印が解かれん。
ベイルアウト,베일아웃


ファイア・オブ・プロメテウス,파이어 오브 프로메테우스
天の彼方より盗み出された禁忌の焔を灯す錫杖。その揺らめく焔は先を見通し、穢れきった心魂を根源から焼きつくす。さすれば、生きとし生ける者その全ての道しるべとなろう。


無垢なる竜の杖,무구한 용의 지팡이
窮極なる竜の膨大なる知識を象り、尊崇の念を込めて造られた杖。無垢なる衝迫は光と闇、そのどちらにも染まり得る。万物流転、破壊は再生と渾然一体となり、此の世の全てを凌駕せしめん。
バクラム・ルーベル,바쿨룸・루벨
得意武器が「杖」のキャラの攻撃力とHP上昇(大),특기무기가 「지팡이」인 캐릭터의 공격력과 HP 상승(대)


オメガロッド,오메가 로드
彼方より飛来した未知なる鉄より生まれしは終極の杖。地を割り、空を震わせ、星を砕くその一振りは、今まさに神をも撃たん。


マナリアンホーリーロッド,마리안 홀리 로드
マナリア学院で教師に支給される魔法杖。魔力への感応性が高い宝石を棒状に削り出し、コアとしている。取り付けられた木や銀の装飾も、単なる意匠ではなく、多様な魔術を高度に扱えるよう設えてある。
ホーリーウィンド,홀리 윈드
マナリアの大いなる秘術,마나리아의 위대한 비술
得意武器が「杖」のキャラの奥義ダメージUP,특기무기가 「지팡이」인 캐릭터의 오의 데미지 UP
マナリアの聖なる息吹,마나리아의 성스러운 숨결


封印の杖,봉인의 지팡이
カードキャプターさくらが扱う封印の杖を模した杖。さくらが持つオリジナルの封印の杖は、クロウカードの封印を解除し、魔力を顕現させることと、顕現したクロウカードの魔力を元のカードの姿に戻す魔法を行使することができるが、この模造杖には同様の力は備わっていない。
しあわせの魔法,행복의 마법
闇属性ダメージ(特大)/味方全体のHP回復,암속성 데미지(특대) / 아군 전체의 HP 회복
闇の力を秘めし鍵,어둠의 힘을 감춘 열쇠
私だけの笑顔の魔法,나만의 미소 짓게 만드는 마법
メイン装備時に闇属性キャラの回復上限上昇,메인 장비시 암속성 캐릭터의 회복 상한 상승


スナックポール,스낵 폴
幽幻の宴で最も親しまれているお菓子を、幽幻の意匠を施した杖で豪快に突き刺したもの。愉快な見た目とは裏腹に、ひとたび振れば大気が揺れ、ふたたび振れば炎が迸る。だが、振りすぎるとお菓子が崩れてしまうので、細心の注意を払わざるを得ない。
ロリポップナイトメア,롤리팝 나이트메어


トリートスティック,트릿 스틱
先端に大きなカボチャ頭の飾りが取り付けられた杖。幽幻の宴で儀式をするため用いる。普通に使うには、カボチャ頭が重すぎる上に魔法も阻害してしまう……はずなのだが、使用者はなぜか一様に使いやすいと主張するという、魅惑の逸品。
パンプキンパンプキン,펌프킨 펌프킨
ときどきお菓子がもらえる,가끔 과자를 받는다


六道・氷逆天の戦棍,육도・빙역천의 전곤
永久凍土に封印されていた結晶体は悠久の時を経て、禍々しき棍へと変異した。そこから放出されし絶対零度の輝きは、如何なる命の煌めきも一瞬のうちに凍結せしめん。
嘆きの川,비탄의 강
水属性ダメージ(特大)/味方全体のHP回復,수속성 데미지(특대) / 아군 전체의 HP 회복
氷逆の覇道,빙역의 패도


真・氷逆天の戦棍,진・빙역천의 전곤
永久凍土に封印されていた結晶体は悠久の時を経て、氷獄を統べる者だけが持ちうる棍へと変異した。此の世のものとは思えぬ絶対零度の蒼白き輝きは、たちどころに有象無象を安らかな深淵へと引き摺り込まん。
苦悩の川,고뇌의 강
水属性ダメージ(特大)/味方全体のHP回復/弱体効果を*つ回復,수속성 데미지(특대) / 아군 전체의 HP 회복 / 약화 효과를 *개 회복
氷逆天の凍翼,빙역천의 동익
HPが高い程奥義ダメージUP<br>◆メイン装備時/主人公のみ,HP가 높을수록 오의 데미지 UP<br>◆메인 장비시 / 주인공만


D・ビィ,D・비
千変万化のその身はあらゆる常識を超越し、高らかに己の存在を叫ぶ。鍛え抜かれた肉体と美しいポーズが調和したその時、伝説の金属に比肩する硬度を得られるという。
気弾,기공탄
アゲていこうぜェ…,가보자고…


アーキテクトベース,아키텍트 베이스
月から飛来した飛翔体の残骸より採取された未知の素材で作られた杖。異世界の鉱石を含んだ杖は、特徴的な鍵の形が象徴するように、敵の秘密を暴き黒き陰謀を打ち砕く摩訶不思議な力を秘めている。
踊ル光鞭,춤추는 빛의 채찍
闇属性ダメージ(特大)/クリティカル確率UP,암속성 데미지(특대) / 크리티컬 확률 UP
アーキテクト・アーツ,아키텍트 아츠
通常攻撃時に確率で自分にランダムな強化効果　◆メイン装備時/主人公のみ,일반공격시 확률로 자신에게 랜덤한 강화 효과　◆메인 장비시 / 주인공만
アーキテクト・ATK II,아키텍트 ATK II


メドゥシアナ★ステッキ,메두시아나★멋져
ふふん、この蛇の恐ろしさに言葉も出ないようね。ひ弱な人間達には刺激が強すぎたかしら。呪われし邪眼の力がここにも込められているのよ。最高の武器だと思わない？　ちなみに舌が出てるのがオスで、こっちがメスよ。アタシにはわかるわ。たぶんチョコでも渡してるのよ、きっとね。
リーサルアイ,리썰 아이
土属性ダメージ(特大)/カウンター効果(回避・被ダメージ/*回),토속성 데미지(특대) / 카운터 효과(회피/*회)
魔蛇の凶牙,마뱀의 흉아
主人公のみトリプルアタック確率上昇(大)/弱体効果「石化」無効,주인공만 트리플 어택 확률 상승(대) / 약화 효과 「석화」 무효


聖者の行進,성자의 행진
慈愛の心と穢れ無き精神を持ち得た者にのみ扱う事が出来る杖。傷ついた仲間達を癒しの光で包み込み、祝福を齎す。目指すは勝利の道。
報恩謝徳,보은사덕
武器属性ダメージ(特大)/味方全体のHP回復/活性効果,무기속성 데미지(특대) / 아군 전체의 HP 회복 / 활성 효과
聖者の賦性,성자의 천성
ヒールオールⅢの性能UP/自分に自動復活効果を付与　◆メイン装備時,힐 올 III의 성능 UP / 자신에게 자동 부활 효과를 부여　◆메인 장비시
聖者の資質,성자의 자질


デモンズシャフト,데몬즈 샤프트
輪廻転生を拒みし、順わぬ魔術師達の魂は一つの意志の元、収束し、燦然と輝く妖しき魔杖と化した。魔杖に宿りし魂が求めしは魔導の神髄の追求。永劫の時を経てもなお変わらぬ不変の意志が産みだせし力は遍く万象を根源へと回帰させていく。
天災地変,천재지변
武器属性ダメージ(特大)/味方全体のアビリティダメージUP/アビリティダメージ上限UP,무기속성 데미지(특대) / 아군 전체의 어빌리티 데미지 UP / 어빌리티 데미지 상한 UP
魔人の賦性,마인의 천성
エーテルブラストⅢの性能UP/自分に弱点属性追撃効果を追加<br>◆メイン装備時,에테르 블래스트 III의 성능 UP / 자신에게 약점 속성 추격 효과를 추가<br>◆메인 장비시
魔人の資質,마인의 자질


ルナティックブルーム,루나틱 블룸
賢哲が叡智の洪水に狂わされぬのは、黒猫の冥助が在る御陰。
乱雑無章,난잡무장
武器属性ダメージ(特大)/奥義ゲージUP(**%)/ターン終了時にMPを*回復,무기속성 데미지(특대) / 오의 게이지 UP(**%) / 턴 종료시 MP를 *회복
黒き術者の賦性,흑술사의 천성
毎ターンMPを*回復 ◆メイン装備時/主人公のみ,매 턴 MP를 *회복 ◆메인 장비시 / 주인공만
黒き術者の資質,흑술사의 자질


テュロスワンド,튀로스 완드
夜空に煌めく星の風情を纏いし美姫は騎空士の武勇を讃え杖を授けた。流れ落ちる水を留め鍛えられた杖は、その身に壮大な夜空を湛える。
テーバイ,테베
水属性ダメージ(特大)/火属性攻撃DOWN/奥義ゲージUP(**%),수속성 데미지(특대) / 화속성 공격 DOWN / 오의 게이지 UP(**%)


アビススパイン,어비스 스파인
虚ろなれども、闇は覇する。禍々しき力の奔流は杖となり、全空を闇で覆い隠す。溢れる破壊衝動を呪文に変換し、未知の魔術を滾々と生み出す。


セフィラの翠杖,세피라의 취장
刷新ノトキハ来タレリ。未知ナル魔杖ニテ道を切リ拓キ、ソノ先ニアル託宣ヲ示セ。
フォービドゥンピラー,포비든 필러
光属性ダメージ(特大)/光属性追加ダメージ,광속성 데미지(특대) / 광속성 추가 데미지


リターナースタッフ,리터너 스태프
遍く事象は等しく無なる根源に回帰する。不変たる秩序を司るその耀きは、抗えぬ命運の果てに静謐な終焉を齎す。
ソウル・リゲインド,소울 리게인드
風属性ダメージ(特大)/弱体耐性DOWN,풍속성 데미지(특대) / 약화 내성 DOWN


司法神の錫杖,사법신의 석장
正義と平和、そして真実を司った神が持っていたとされる錫杖。手にした者に、大いなる託宣を授けるという。
ジャッジメント・ライト,저지먼트 라이트
ジャスティス・ロッド,저스티스 로드
